text,label
lah kalo gapunya laptop gmn kasih solusi benerlah,2
lama bangettt min jam doang ga sampe sehariii,2
min internet lokasi jakarta timur gangguan mohon diperbaiki trima kasih,2
min error dahh streaming bolaa sampe jam errornya id,2
min wifinya gangguan gimana sih,2
min id tolong dicheck error muluuu nih gmnsiiiii,2
kenapa error,2
min internet gabisa nomer pelanggan,2
apa masaalahnya mohon info dong besok meeting,2
min nopel tv internet mati nih kapan online,2
malem wifi matii pdhl kerjaan yg hrs diselesain besok tlg lg knp yahh minggu lg gangguan bgt parahh tlg besok jgn gangguan ya dimohon yaallahh mo nangis,2
emang gak banget mabar,2
hari weekend loh minggu mesti nunggu utk ketemu minggu minggu tiba pemeliharaan jaringan lelucon,2
jawaban lo dr td mulu magabut lu min makan gaji buta basi aahhh bangke laaah gue jd emosi malem gara lo ini kerjaaan gue gimanaaaaaaa,2
wifi error ya tolong cek no cust,2
up mbps bln brp,2
gak sesuai dgn tagihan yg terima email,2
parah banget billing tagihan yg dikirim email to layanan tv diputusternyata baya gmn ini gak sesuai dgn email yg terima,2
selamat pagi saya nomor pelanggan mengalami gangguan layanan internet tv apakah dibantu,2
halo internet mati nih mohon bantuannya,2
februari gangguan koreksi billing gimana tuh min saya pakai layanan dipalak juga,2
akses internal server error situs nya aja ga maintenance dgn baik jaringan nya gmn ini,2
perasaan pemeliharaan jaringan tp bermasalah juga brp lama seperti standart fm sampe seharian,2
hai tanggal februari wib koneksi internet gangguan lho alias berfungsi sekali,2
malem malem lg push rank wifi error tolong yaaaaaaa,2
lama bangettt min jam doang ga sampe sehariii,2
min internet lokasi jakarta timur gangguan mohon diperbaiki trima kasih,2
tgl dibenerin diganti colokannya baru brapa bener skrg maintanance lagi kapan pke fullnya y,2
min error dahh streaming bolaa sampe jam errornya id,2
min wifinya gangguan gimana sih,2
min id tolong dicheck error muluuu nih gmnsiiiii,2
kenapa error,2
min internet gabisa nomer pelanggan,2
min nopel tv internet mati nih kapan online,2
emang gak banget mabar,2
min nanya dong menginvasi macem putin gt gimana ya gue barusan bgt nih dimaki atasan gue connections mati kalo jawabanya maaf ketidaknyamanannya lagi cari alamat gue deh ayo berantem gue pgn bgt nonjok lo nih,2
mau lan apanya min updownstreamnya aja ga ada udh kecolok kaga pake wifi,2
hari weekend loh minggu mesti nunggu utk ketemu minggu minggu tiba pemeliharaan jaringan lelucon,2
jawaban lo dr td mulu magabut lu min makan gaji buta basi aahhh bangke laaah gue jd emosi malem gara lo ini kerjaaan gue gimanaaaaaaa,2
hello bilangnya gangguan jaringan dicek tertulis maintenance alasan pemeliharaan jaringan weekend kompensasi yg utk mengganti ini,2
gak sesuai dgn tagihan yg terima email,2
min besok gue dateline jam sepuluh pagi kalau sampe pagi beres dn gue ttp hrs beli kuota lg jgn teriak gue nggak bayar kompensasi yg lo kasih nggak apanya sm kerugian gue ini mau ampe nunggak gue ogah bayar,2
tertulis aplikasinya masalah jaringan maintenance,2
maintenance jam segini biar ape setan,2
bikin emosi weekend inet mati,2
min nopel ada problem jaringan ato gmn tv internet offline nih,2
iya kerjaan gue nggak nunggu udahlah mlm minggu gue hrs lembur digangguin jaringan pula bulan gue bolak beli kuota sampe rb woooy bukannya untung buntung,2
listrik nyala loh eh loh eh internetnya mati wakakka ampun dah,2
mau dinaikin speednya juta mbps pun mikir kali deh langganan bukannya bantu meringankan pikiran jaringannya bikin stress mulu bhay bhay enough is enough,2
gimana nih fm mati no signal internet mati kerja nih bos mohon beresin dong payah loe,2
id pelanggan an singal pasaribu bermasalahhadeuhtolong buruk banget pelayanan nya,2
halo min no pelanggan sdg offline gmna ya min,2
id cust no internet connection direfresh cabut kali kendala tlg ditindak lanjuti segera urgent,2
enga salah nih penyakit kambuh lagi bulan parah bener parah jaringannya,2
sedang menghitung kali gue protes sm gangguan mulu ganggu kerjaan gue bgt abang gue udh teriak nyuruh gue ganti ade gue jg teriak nyuruh gue ganti tp gue tetep bertahan tp lo skrg merugikan gue finansial ya gmn saran,2
ganggu aja lu emang wifi tibatiba error,2
hello internet mati gimana ini sekarang weekend loh,2
normal apaanya sih coba periksa lg bnr rese bgt sih lo,2
tib internetnya gabisa,2
ini sih min gangguan udh kali gangguan giliran tagihan aja cepet ga telat bayar internet eror rugi kalo gini no id,2
check signal down terus,2
kenapa sihh internet klo jam malam lemott sering buffering waktunya nonton sepakbola ada yg kahh,2
tolong min pagi inet mati td jam uda telp call center dibantu pembetulan jaringan tp sampe skrg masi ga bisa ktny trouble area saya cuma nyala lampu power,2
ya hilang sinyal gangguan kah,2
terus skg mesti ngapain pasrah gitu uda bayar ude besok internet matiii bossss,2
halo dore intenet mati gangguan gimana ya id,2
pake kabel ga pake wireless rto nya kerasa banget,2
hallo fm selesai perbaikannya kah disini masih putus id sehari x putus,2
halooo udah jam loh internetnya gabisa dipake dm info lanjut,2
selamat malam mengajukan permohonan berhenti berlangganan apa bisaa dibantu via online tindakan lanjutnya terima kasih,2
kok gw kek gangguan lampu internet berkedip,2
kalo gua sd boongnya liat setan alias anak anjai gua pura buka ma,2
allah klo lu dendam bilang anjg napa pas mcl bbiii,2
dr kemaren sampe skrg jaringannya jelek bgt deh nangis sih kalo sampe recet gini gue mo ngajar,2
kuota tinggal dikit reg paket gak paham sini skrg disuruh berhenti paket kuota lainnya trus sisa kuota gmn trus twitternya jg gmn ckckckck,2
halo sinyalnya tdk stabil ya kak,2
lgi erorr ya saya beli paket data dadi,2
kenapa tiaptiap malem signalnya suka tiba ilang bahkan cari signal manual aja kalo okelah berhari loh dalam sehari sampe kali ilang sinyalnyaaa tolong diperbaiki,2
tolong sinyal anda dramaga ilangilangan menjelang maghrib g setelan jaringan hp reset bobrok sinyal anda,2
lg searching tugassss inii tp sinyal ga stabil gitu lho kesal akuuuuu pdhl beli kuota gmn penyelesaiannya,2
halo ya ini ilang sinyal loh dibenerin lah,2
pliss ojok kyok taek poo cok,2
buset mahal bgt,2
hi min down gimana siang gabisa connect internet,2
dear demi allah udah semingguan sinyal g tapi lemotnya lemot banget ga bisa akses instagram juga tolong diperbaiki jaringannya min besok saya udah aktif nge zoom kuliah soalnya hikss,2
down kah min sinyal penuh e,2
admin udah isi pulsa gagal nih beli paket kesalahan teknis mulu,2
minsampai no hilang sinyalnyaini surabaya daerah rungkut ya nomor yg digit bisa dibantu,2
knp error ya pdhl kuota beli,2
knp ya mau pasang paket balesan nya kesalahan teknis mulu,2
aku gagal trus,2
dm ya sumpah gak bener sinyal,2
provider lu bobrok tai udah keluh kesah yg nanggepin bot pula isi pulsa rb habis cuman gara layanan glovinus gk lu tuh sms sampe sms anjir,2
hai rima berhenti berlangganan layanan tsb sms unreg[spasi]mars kirim,2
min tlg cek id tdk jaringan internet,2
internet error ya tolong tweet direspon,2
minggu x jaringam koneksi bagaiaman ini,2
baru idup jamdah mate lagingacooooi,2
gimana ya udah wifiny nggak bisa bsk dah mo meet gbs gmn si,2
haloooo knp internet dr kmrn lemot bgt ya download dokumen aja bgt,2
wifi lu jelek bgt sumpah,2
ga sih kualitas internetnya benerin bayar doang mahal tp mati mulu,2
min aja kemaren teknisi dateng rumah kok mati internetnya udh mati brp ini id,2
nih bukti nya detik aja ga nyambung,2
tanggal sampe udah tanggal estimasi aja ga dikerjain ya perbaikannya,2
sudah aja dari udah coba restart modem aja hasilnya nyambung ga koneksi internet nya,2
wifi connect ga internet nya parah banget asu,2
wifi ga nyala ini waduh gimana si,2
belom saya estimasinya lama aja kalo enak langsung pindah provider lain udah cek website ga dapet info apa,2
nyala hijau kecuali los nya merah kedip cepat,2
kabel lan ga min cabut stop kontak,2
maaf baca kumat nih error lg tv wifi nya,2
wifi lemot neh,2
pertanyaan min estimasi menunggu butuh min,2
mulai error lg,2
ini internet gangguan kah emang perbaikan lakukan udah pake sungguh kecewa janji janji perbaikan internetnya,2
min internet mati lageeee mati lageee,2
terpantau koneksi gak stabil,2
sama aja jancok,2
untuk layanan internet problem no signal layanan tv min,2
ngent wkakkwmwmkak,2
sadar ga sih min banyakan errornya benernya ga kemauan unggul gitu provider lain id,2
lemot parah dari kemarin ngecek qualitybya terindikasi gangguan mulu upload attachments email banget takutnya indonesia negara maju uplaodnya selesai,2
id pelanggan kenapa internetnya putus ya udah direstart modem gak nyambung terima kasih,2
problemnya udah ini udah seminggu wifi mati total kapan benernya percuma bayar kalo kyk gini tolong perbaiki id,2
ada problem sih emang nya,2
internet ajaib lapor gangguan udh kyk gini gimana lapor gangguan ganti nih,2
laporan tt benerin ini busuk malam speedtest jaringan aja ga lolos ga upload throtle main game packet loss gede rto terus gmn pelayanannya,2
jaringan wifi los teknisi kunjung rumah menangani kemarin via dm adminnya konfirmasi datang tolong penanganannya segera id,2
jgn kyk anjing deh tolong,2
jaringannya lemot ya,2
napa sii pagi lemot,2
hmm down ya takira wifiku aja,2
anjing pol,2
meninggoy,2
kumat lg,2
kontol,2
lagi netflixan kampret tiba down,2
mood sunday gue dirusak oleh gangguan,2
down anjing,2
pake kali down total tetep kesel sih,2
nape woy mati mau daily ni ganggu aje,2
allah kenapaa ni udah annoying jgn kayak indihomo deh,2
minggu loss dijanjikan perbaikan senin,2
drama bgt signal ngeluarin duit lg beli kuota huuuu,2
aja anjir jd ping gede mulu,2
lu ngerti kontol ga blok,2
asu kontol memek,2
bangsat jam segini o,2
pls lemot banget kepencet sticker dino kuning pas unsend keburu read duluan sgt memalukan,2
lemot sie,2
pntq,2
ya first med anjing,2
skg kalo malem ngapa lemot bgt ya,2
saking lemot nya gue sampe beli paketan nonton twenty five twenty one anjingggggg lemot trs bangsat,2
kau mati dodol,2
ni kabel gigit biawak lg ya dasar laut sampah x sumpah,2
ok will error again in,2
p om lemot jaringan ak,2
cant even survive in my living room let alone my bedroom and i live in setiabudi sucks but gb for k got nothing to complain,2
ini ngapa kaya bngst si jd kaga ngepush rank,2
kaya taek,2
ngeleggg bangettt,2
haloo min ko jaringan lemot banget si benda pamulang apalagi ini bener parah lemotnya,2
sinyalnya cacat bgt,2
tolong jaringan ini di kampung rata pake satu kampung emosian karna jaringan lemot parah,2
taii pulsa gua kesedottt,2
ini kalo malem emng ngelag ginikah gimanaaa,2
jelek banget w ga bisa muter video ini,2
nonton youtube kaga bisa buka pic twitter gabisa bener bener dah bgst,2
jaringan payah jaman maju lemot aja benda pamulang tangsel jaringan ilang g,2
kenapasi kontol gaguna disaat wifi mati brengsek anjing emosi stengah mati gue anjnggggg,2
bangsat babi,2
heran banget sinyal internet wifi myrep lemot banget,2
fuck lu gajelas,2
jelek jaringannya,2
bobo ajalah kumat lemotnya,2
tolong lemot,2
sinyal kemarin ngajak gelud,2
nyebelin bgt,2
sumpah apapun lo asu bgt,2
error mulu deh kemaren,2
lama jd goblokfren dah jelek bet sinyalny,2
smafren anjing,2
sinyal macem anjing,2
sinyal nya kaya tai,2
fuck you fuck you all smafrens stakeholder yang hidup dari nipu customer fuck you,2
ngeri main kelen njing aneh aja no ku hanya panggilan sms ga bisa ner,2
kau jgn pk itu plat merah ganti aza broo,2
byu ilang mulu sinyalnya pas abis ujan cikarang barat kecewa sih fix mah ganti kartu lain soalnya ilangnya gak sebentar sampe jam full udah berturut,2
halo signalnya stabil sulit menghubungi temanteman dm mengatasinya,2
sinyalmu parah banget tapaktuan terakhir ga stabil hilang parah,2
anjeng,2
min pelaporan cancel tidak wifi normal,2
permisi minini dr semalem los nya nyala mulu ya gaada koneksi pelanggan,2
kok down min status cek  perbaikan mundur tgl selesai,2
id pelanggan saya berhenti berlangganan  mohon diproses trims,2
 sekarang sering gada koneksi internetnyaa asuuuu bbgttt cape kalo pas main ml tbtb ngelagg tolong ,2
min gangguan,2
tgl gak ta keburu butuh banget yaallah,2
langsung copot aja perbesok tgl ga,2
tolong min cek secapatnya ga jaringannya warna merah ngedip ngedil tolong diperbaiki secepatnya,2
min udh jam gabisa nyambung ya pdhl sinyal full modem nyala knp ni,2
sama nih  pagi ngadat ngga sinyal internet modem hijau semua parah,2
 mati internet sebulan mesti kali sekarang mati ngga reakasi perbaikan capek dah,2
andronugra malem admin apakah gangguan malem ini klo iya smpe kapan makasih ,2
masuk aplikasinya aja gabisa,2
ini layanan putus sambung hari dan kontrol backend kalian what a solution,2
suka lemot kak,2
apa dibuatkan jadwal kunjungan teknisi rmh ada trouble jaringantks,2
id status online tpi internet tersambung mohon dibantu,2
bener aja malem signalnya ga mulu belajar gw wehhhhh besok ujiannn,2
x jam gangguan internet februari min bayarnya full kompensasi pengurangan tolong gangguan,2
lemot banget udah refresh website lemot,2
 gabisa buka mbanking loh becandaaa bangett,2
sumpah nangis bgt gue ,2
pringsewu  kgk sih lemot bgt indie indie,2
yaallah  kemaren lemot bgt sampe gitu,2
jaringan  udh kayak merek plat merah yaa minggu ini thankss  ketidak stabilan wifinya ,2
ganti  aja ye indirumah kelewatan lemotnya,2
 fix your shit,2
 gangguan ,2
gue udh beralih  tai,2
dikandani ganti ,2
tenryata yg mnegeluh  lemot tida ak hnghg,2
segeraaaaaaa kerjaan terganggu iniayoo ayoo  km bisaa,2
buka twitter liat timeline buka twitter marahmarah besok kalo udah alternatif  udah on progress masuk komplek langsung gw putus indigo,2
sudah los  ,2
pake kartu  lelet parah kouta serasa gak kouta jirr ,2
 bgst,2
 ngapa dah login game aja susah gini,2
ya sinyalnya jelek mulu sih tolong bagusin sinyalnya kayak sebelumnya ya semenjak gabung tri banget kendalanya gc beli paketan internee pulsa kesedot sinyalnya gc jelas,2
sumpah frustrasi banget  ilangan,2
bukan ngatain km ntu jaringan  ky tai,2
 anjing,2
asli  dah lemot,2
sebel bgt  ,2
capek bgt sumpah  pdhl ngk beli apa tiba kesedot ae pulsa w,2
 u ngapa siiii,2
smafren kenapa hah,2
 lelet bgt cokkk asu,2
pake  jaringannya buruk bgt,2
 ga smart anjg,2
benci banget kalo paket inet  ga jelas bangke emang,2
kenapa ditempat lelet ya telkomsel,2
simpati ngampass,2
tapi anakannya si byu kaga segitu dimari om ngeselin banget,2
kenapa telkomsel lemot banget ya padhal bar sinyal,2
telkomsel g maksimal kebutuhan telekomunikasi mandalika dapat apresiasu jurnalis motogp simon patter,2
telkomsel sih kesel bgt pagi,2
balikin kuota murah min kyk kmaren mahal kuota skarang,2
sepertinya gak akses twitter ya,2
jaringan telkomsel tain acong,2
paket data telkomsel naek harganya,2
beli router orbit lancar setelahnya sinyal ilang ilangan bikin susah,2
masalahnya dipelosok desa orbit gg masukbahkan indiehome kaga adabahkan sinyal hp susah trus solusi gimana ,2
wifi mati,2
min daerah tangsel error tolong dibales ya,2
ko bngt min padhl bayarnya wktu tp bngt eror,2
iya min lag bgt ya id ,2
kompensasi nyata cuman ucapan kompensasinya bayar pake duit daun gk murah kerja kayak tau minggu bisanya gangguan jaringan doang,2
mis min wifinya banget eror knp ya,2
seharian mati nga beres ,2
error lg tolong benerin jaringannya,2
selamat pagiid koneksinya terputusmohon perbaikan krn koneksi utk meeting terima kasih,2
setuju telat bayar dikit kena denda internet mati berjam kurangin tagihan ceban opportunity cost ceban ,2
sebulan gangguan mulu blm pakai internet dgn normal abis dibayar sih bilang kasih kompensasi cuman doang ngotak dikit sampe malem kompensasinya gede kek free potongan ,2
min tolong id internet gbs buka yt web dll kenapa kalo browsing google gabisa masuk web nya urgent,2
gua pake gara ga opsi indiehome belon masuk daerah gua knp kantor telkom deket sini kemaren my republic gali kabel begitu beres gua pindah,2
oi ngerti bahasa indonesia kan pokoknya sampe jam belon beres gua gratis,2
jam mati sakit jiwa lo ,2
wifi ko lemot ya min,2
min internet gabisa web yt dll andriyanriandicom,2
busetlama banget min uda tgl maret jam maret jam jam,2
id gangguan koneksi internetmohon diperbaiki diperhitungkan kompensasinya,2
bisa dibantu refresh udah kali mati hidupkan tetep,2
min nyala nya id pelanggan ,2
min no id knp ngelag bgt td abis maghrib dibayar,2
min mati mulu ngapasi ah elah udh dri kemaren gangguan mulu,2
nugas nih gila banget,2
minnn ko gabisa ni koneksi internetnya id mohon perbaiki ya minnn,2
internetnya mati yaa,2
ralat layanan berfungsi internet tv cable nya tgl sd maret ,2
mantau cepet beresin gangguan melulu ini jam mantau apa berein cepet,2
mohon klarifikasi nya adjusment tagihan dipotong rp layanan berfungsi internet tv cable nya tgl sd maret ,2
tolong error dah rugi woi bayar error terus,2
daerah malang emg down gimana nih udh jam loh,2
gangguan melulu perbaikannya engga kira jam anak bikin tugas video clip prosesnya dikumpulkan kemarin malam eee mati internet ya engga disubmit tugas jam segini mati,2
tolong wifi mati webinar crypto nih,2
halo min tolong cek wifi eror id nya ,2
jaringan nih mati hadehh,2
dari kemaren menunggu menunggu mulu ga,2
saya menunggu tgl dibereskan alasan kq mutar aja kek jaringan internetnya,2
maksudnya problem min gangguan kemarin pemeliharaan jaringan pemeliharaan jaringan kelar kq gangguan inhouse se yg yg mana sebelum pemeliharaan jaringan baik saja pemeliharaan jaringan kq pindah inhouse gangguannya,2
kalo kayak gini mending ganti provider deh,2
masih ga connect device ,2
lampu power nyala pon hijau los mati kendala internet ,2
males situ ngecek area yg gangguan heran akutu  banget gangguan mbok ya tolong sering mengecewakan konsumen yang ngeluh gak lho ini tapi pelanggan  seindonesia,2
koq pemeliharaan tiba teknisi sebenarnya si,2
indikator wifi modem menyala min dicoba restart hasilnya ,2
biar sih bos koneksi ampas gangguan gak putus ditambah mati total sekali terus bayar juragan ,2
 ngapa sih ppq,2
nyesel putus ama ,2
 kontol,2
ganti  aja kalo kecover mah,2
internet udah  tau laptopnya intel celeron ram gb,2
 udah masuk daerah sy harganya lumayan mahal walapun dipasang fiber optik sih,2
 ngenttoooooott matii ajaa lu kontol,2
 emang msih error smpe sekarang,2
 disini i hate it,2
 mati mulu pls,2
 ama zoom apasi suaranya lancar tp video ga jalan,2
 gblok,2
ini  yg gangguan emg whatsapp yg down ya,2
woooi pagi jaringan  telkomsel lu menghilang bikin repot aja,2
ngga duludulu netflix emang diblok  tapi skrg udah ngga,2
 knp sih ya allah dr semalem gabisa konek internet,2
 gaje anjir,2
sumpah  prot prot nyusahin orang kerja menghambat orang kerja apa tida takut dosa menghambat rezeki orang,2
jaringan  m hilang kecamatan sekolaq darat kabupaten kutai barat ini tolong diperbaiki jaringannya,2
 kenapasi tailah,2
 nder wkwk tp sabar jaringan kdg lemot xixi,2
 suka korupsi kuota,2
 kntlll mahal ngadi aja sinyalnya ,2
setres bgt gueee  error pagi sengaja nugas malem kirain udh belom yaallah istighfar mah tugas terbengkalai,2
engga  gangguan ajggggg,2
seriusan nih ga bisa,2
halo  jaringannya daerah tangsel saya ganti jelek lag jaringan ngga stabil terima kasih,2
ntah salahnya udh mlm jaringan wifi gak sekali selalu dikasih info tp perbaikan jaringan sampe hari merepotkan ya,2
byu  aneh banget anjnggggggg lemot banget kenapasihhhh gue kerja woi,2
 juga lemot,2
 ga banget seharian mati nyala,2
 daerah bogor dah jam error apa bayar billing gangguan jaringan jam ini,2
 sekalinya gangguan lamaaa bangett,2
 jelek bgt telkomsel jg ampas giliran gua udh bikin ppt cakep jd ruined recordingnya grgr gw ngelagggg anjing,2
sumpah wifi  kenapasi siang gabisa dipake,2
tumben banget ganggunya ,2
tolong gua udh ngelilingin bogor sangking stress nya dirumah kirain udh lagi stress,2
 bapuk dah tumben gangguan mulu,2
 ngerti patah hati banner error biar gak nonton live stream,2
dua kali bermasalah ni  becanda bgt yaampun untung atasan w meetingnya diundur,2
 lg error gmn sih udh berhari ngadat mulu,2
hari gini msh lemot ga deh ,2
 lemot bngett coookk,2
astagahhhhh  kutuk nih lemot bgt astagahhhh pake unlimited jam segini hrsnya kuota tp tiktok aja gabisa astagahhhhh,2
 sinyalnya jelek,2
 bar mulu dri tdi sore,2
ya allah  taaaiii ,2
anjinggggg smafren,2
smafren bajingannnn,2
 anj,2
hmm pke  sinyal jlek bgtt,2
jarang dipake internetnya udah nyangkut manamana diisi pulsa guys kayak ni diisin pulsa tetep gamau anjjggg fuck ,2
saya pakai  jelek pasaran sinyalnya  parah cek saldo sinyal ge saya baca twitter banget komplain sinyal  parah banget,2
sinyal telkomsel lemot sinyalnya dikumpulin lombok motogp run,2
halo min tolong cek dm terima kasih,1
halo min cek dm,1
siap min,1
yg gamer gan,1
cek dm,1
cek dm gan,1
halo tolong cek dm ya,1
hai kak notbersabda untuk registrasi dpt link atau berkenan jg dpt m,1
sampe kerumah wow,1
udah dm yah mohon dicek,1
tolong balas dm,1
saia bilang anak muda,1
min nyepi bali mati ga,1
sama jugakk,1
wifi id kisaran tergantung kecepatan kalo ga slaah mbps kalo an mbps tapii suka ngga cover areanya biaya pasanganya sejuta kalo ga salah itu aman unlimited ngga kaya indihomo,1
biasanya aja yg hidup,1
daerah sepatan masuk min,1
password admin untuk semua tipe modem,1
hi terkait kendala layanan indikasi kendala bersamaan detail informasinya cek link ya trimsafn,1
infoo guys jaksel udah bener belom ya,1
downnya bangettt huft,1
hi mohon dm mimin id pelanggan mimin cek yadmr,1
gangguan kh,1
emang mending citranwt,1
ngomongin ini,1
pengguna keluhkan google down tak bisa akses zoom,1
ga takut kena azab ya,1
yg nih masuk trending topic,1
bro what the hell,1
argghhh stream,1
internet emang lg kaga gmn sih lu doang,1
napa yaaa,1
bandung pake tp cepet denger dr sepupu bagus apa iya reputasinya tergantung daerah tp kalo jakarta yg direkomen,1
ingfo udah bener belom,1
kalo nge down besok gw ngungsi tlj kali yak wkwkwkw duh elaah jajan mulu nih ahahaha,1
ungkap penyebab layanan internet down hari ini senin maret,1
sejumlah pengguna mengeluhkan mengakses google sejenisnya mengonfirmasi gangguan apa penyebabnya,1
menguji iman banget,1
hadeh pgn mukulin org yg pake,1
gembel emang nyuruh gak kerja gini,1
duh ampun dah gue mah,1
halo gangguan koneksi bali resolve ya,1
bantu cek internet ya id,1
oh kirain binzed,1
nah udah aman nih gokil gaperlu konfirm langsung dibenerin mari ngeyoutube,1
oh,1
ni aduhh,1
oh o terossss,1
katanya bermasalah server internasional server lokal kena dampak tapi browsing produk mobile app tokopedia lemot parah apa tokopedia pakai server non lokal,1
ayolah lagi wfh nih,1
hari senin mendung brekele ini ceritanya disuru bobo kah,1
halo halo nih,1
tumbenan wkwk,1
yaallah maleh ngene,1
apakah pengen libur ini,1
kantorkuh kenapaahhhhh,1
ini aku lagi war sjkdnfkjsnfik,1
gangguan kah,1
tolong mati senin aja kek host meeting,1
are u kidding me,1
bisanya kalo error nomor customer service nya tidak terdaftar gimana nih,1
gangguan ga si,1
belom stabil etdah,1
gak stabil kah,1
hadeh knp,1
woey kerjaan gw,1
down kah kok nggak,1
min tolong banget lg zoom ulangan,1
wilayah bandung gangguan kah,1
napa lola senin,1
knp deh anjing,1
ganti aja kak,1
lgi bermasalah kah dritadi gabisa trs,1
data seluler mati semua,1
ini gabisa dibayar deh,1
coba ganti wkwk,1
iya nomor custom services gak terdaftar,1
min lemot kali malem beruturt gini terus lg min,1
ini mah issue udah november lalu connect server internasional aja pake vpn biar ping nya stabil,1
hahahaha kaya gini ekspansi dm customer aja dicuekin,1
asli bgt,1
id pelanggan malam kek gini,1
oke,1
internet o nihh,1
min update kendalanya knp dr kira normal lagi ya pas senin byk meeting yowloo,1
cek dm min,1
ini kalo keluarga gue yg masuk kamar bikin salah paham bisanya buffering scene kyk gini loo,1
cek dm dong lg ganggua n kah,1
cek dm mint,1
halo min cek dm saya,1
saya terima,1
latency tinggal vrindavan,1
pekayon jaya bekasi kah sejak pagi koneksinya jelek,1
gue nge dm jg gak direspon gangguan yah lemot nih,1
udh dm min dgn,1
cek dm min,1
halo min,1
siang dm mohon dicek,1
tidaak tersambung call center web bisaa bingung tuh,1
untuk kabel nya terpasang admin,1
apa update internet tv offline ini gmn sih min,1
bener,1
saya pelanggan nomer pelanggan wifi gangguan kah,1
tolong diperbaiki cepatnya butuh,1
mana kompensasinya tagihan masi full,1
jan mao kerjaannya maintenance mulu kerjaanya bikin org merugi nggak rugi ngelawak lo,1
wey bro maintenance mulu bro,1
internetnya die gaes gmn ni,1
min besok gue dateline jam sepuluh pagi kalau sampe pagi beres dn gue ttp hrs beli kuota lg jgn teriak gue nggak bayar kompensasi yg lo kasih nggak apanya sm kerugian gue ini mau ampe nunggak gue ogah bayar,1
apa update internet tv offline ini gmn sih min,1
halo min internet semalem gaada jaringan ya,1
sdh internet mati wilayah mampangpondok jaya blm jg restored apa kompensasinya,1
knp ya down bgt internetnya pantes kemarin lemot bgt id pel,1
cm pelanggan utk menunggu kenapa estimasi nya jam,1
adjutment pengurangan tagihan solusi kualitas jaringan diperbaiki sop maintenance jgn lama kalo ambil estimasi nya seharian kualitas maintenance ga bagus,1
dari mangajukan kompensasi pengurangan tagihan jaringan nya pelihara kalo tdk lama jumlah kompensasi ga sebanding dgn dampak brp internet mati,1
kenapa setimasi lama selalu kaya gt gilaran bayar waktu sop maintenance brp lama terus kompensasi pelanggan apa cm suruh nunggu aja,1
saya pelanggan nomer pelanggan wifi gangguan kah,1
daerah jaka setia bekasi mati internet nya terima kasih,1
kebanyakan maintenance nya dr bermanfaat normalnya,1
gimana coba bingung,1
malem wifi matii pdhl kerjaan yg hrs diselesain besok tlg lg knp yahh minggu lg gangguan bgt parahh tlg besok jgn gangguan ya dimohon yaallahh mo nangis,1
ngomel ngomel ganti karna care,1
wey bro maintenance mulu bro,1
iya kerjaan gue nggak nunggu udahlah mlm minggu gue hrs lembur digangguin jaringan pula bulan,1
dear ada wifi ku kenapa berjalan baik apakah tugas berikan penjelasan kepastian aku butuh kamu butuh mari mengerti dan mengisi kekosongan hati terdalam sekian,1
waduh dr jam wifi ga dipakai dong rugi kalo bayarannya tetep wifi bermasalah ga berfungsu kompensasinya pelanggan,1
internet mati banget ham segini nih kontol,1
wah jon internet dirumah gua mati kalo apps besok bener,1
gimana infokan digit nomor pelanggan dm tdk,1
selamat malam first people untuk problem yg kendala,1
iya min saya setuju mohon secepatnya,1
woi nyalain internet gak lo yg bnr aja dong malem minggu nih,1
tu min kata mutual sy dy mw malming sm cowo ny gegara waipai prismedia ngelek ngelek jdi dy gbs malming kuota dy sisa gb gbs bucin prh lw mint g leh gt tw,1
min internet area curug jaya mati ya,1
malam bgt kualitas jaringan internetnya kyk gini suka hilang o id,1
gangguan pas hari orang libur panjang gimana betah d rumah skrg streaming netflx kuota sampe abis gara internet kaga bisa mana kudu nunggu pffft,1
help jaringan muncul kabel menyala gimana ya no id thankyouuu,1
dm nya akun blm diaktifkan min,1
min no jam sampe internet gangguan ya sudah dicoba restart kali saja terimakasih,1
permisi min down sih wifinya,1
yauda buru nunggu abis ganti,1
masi internetnyaaa astagaa,1
kapan jadwal teknisi,1
halo fm td jam an sdh ganti modem internet cm smp jam an smp skrg modem nyala tp internet mati tlg yaa,1
maaf min tanya estiminasi normalnya ya min push pubg gabisa hehehe,1
besok rencana kerumah kakak ipar biar tampil kece liat inspirasi outfit kece pake,1
sampai belom bisa sudah coba,1
udah dicoba gini aja deh coba u bantuin registrasi,1
gangguan ya ko beli paket data gabisa deh gimana nih,1
gak beli paket internet nih klo kuota internet habis pulsa terpotong deh taktik sedot pulsa biasa,1
hi tolong ya cabut akses n blokir nomer milik,1
udah coba kak tp tetep aja gk yg membantu,1
emg down kahsinyal hilang,1
min sinyal e nih sedang bermasalah kah,1
template banget min jawabannya,1
ini kenapa admin gabisa beli paketan,1
gimana sih beli kuota aplikasi gagal mulu,1
bisa ga kak,1
tolong dong beli paketan data ga mulu,1
cek dm oi d sedot pulsa kuota,1
min buka dm oiiii,1
cek paket data,1
bentar coba dluu,1
halo yaa kemarin gagal beli kuota apk gagal,1
cek dm ya min,1
paket bundling dinonaktifkan mohon solusi beli paket paket utama dipakai unreg sms bisa unreg myim jg,1
ga dm masuk min,1
udah kak diunreg ternyata g deh,1
